doi,abstract,detected_compounds,detection_number,actual_compound,actual_compnum 
10.1021/acs.orglett.8b02534,"Three novel sesterterpenes, peniroquesines A-C, possessing an 5-6-5-6-5-fused pentacyclic ring system, were isolated from the fungus Penicillium roqueforti YJ-14 by solid fermentation. Their structures were initially investigated in detail by NMR spectra and HR-ESI-MS and were further confirmed by chemical reaction experiments as well as by X-ray analysis. Furthermore, a plausible biosynthetic pathway was investigated by isotope-labeling experiments.","['Peniroquesine A', 'Peniroquesine B', 'Peniroquesine C']",3,"['Peniroquesine A', 'Peniroquesine B', 'Peniroquesine C']",3
10.1039/c8ob02353k,"Altering the cultivation conditions, such as temperature, media compositions, illumination, aeration, the shape of the culturing flask, etc., is regarded as a useful strategy for the exploitation of structurally novel and bioactive secondary metabolites, which inspired us to explore the chemical and pharmacological diversities from the genetically powerful fungus Alternaria brassicicola. As a result, twelve fusicoccane-type diterpenoids, including eight new ones, termed brassicicenes Q-X (1-8), were isolated from a modified rice medium. Biosynthetically, all these compounds were derived from the mevalonic acid (MVA) pathway, and their structures incorporating absolute configurations were assigned by the interpretation of spectroscopic (HRESIMS and 1D and 2D NMR) analyses, chemical conversion, a modified Mosher's method, 13C NMR calculation, and single-crystal X-ray diffraction (Cu Kα). Structurally, compound 1 was an unusual 16-nor-dicyclopenta[a,d]cyclooctane diterpenoid bearing a fused cyclopent-2-en-1-one moiety. In addition, compound 3 was found to show significant anti-inflammatory activity against the production of NO, TNF-α, and IL-1β at 10 μM. Further western blot and immunofluorescence experiments found the mechanism of action to be that 3 inhibited the NF-κB-activated pathway, highlighting it as a promising starting point for the development of new anti-inflammatory agents.","['Brassicicene Q', 'Brassicicene R', 'Brassicicene S', 'Brassicicene T', 'Brassicicene U', 'Brassicicene V', 'Brassicicene W', 'Brassicicene X']",8,"['Brassicicene U', 'Brassicicene Q', 'Brassicicene R', 'Brassicicene S', 'Brassicicene T', 'Brassicicene V', 'Brassicicene W', 'Brassicicene X']",8
10.1021/acs.orglett.8b02382,"Three new derivatives, anthranosides A-C (1-3), were discovered from a marine sponge-derived actinomycete Streptomyces sp. CMN-62. Their structures including absolute configurations were elucidated using MS and NMR spectroscopic data, X-ray single-crystal diffraction analysis, and chemical synthesis. Compounds 1 and 2 are epimers composed by linking the anthranilate unit to the fructofuranose moiety via a carbon-nitrogen bond, while 3 possessed a unique indole-containing scaffold. All compounds were tested for cytotoxicity, anti-influenza H1N1 virus, and NFÎ°B inhibitory activities, and 3 showed anti-influenza activity. A possible Amadori rearrangement-based biosynthetic pathway was proposed to generate compounds 1-3.","['Anthranoside A', 'Anthranoside B', 'Anthranoside C']",3,"['Anthranoside A', 'Anthranoside B', 'Anthranoside C']",3
10.1021/acs.orglett.8b02193,"An analysis of cyanobacterial genomes revealed an architecturally unique biosynthetic gene cluster with an unusually high number of genes encoding predicted iron(II)/α-ketoglutarate-dependent halogenases. Mass spectrometry-guided identification of the corresponding metabolites yielded the aranazoles, extensively halogenated nonribosomal peptide-polyketide hybrids. Their chlorine-bearing fatty acyl-like moiety is reminiscent of the hyperhalogenated chlorosulfolipids, natural products of unknown enzymatic origin that were previously isolated from eukaryotic algae and mussels.",[],0,"['Aranazole A', 'Aranazole B', 'Aranazole C', 'Aranazole D']",4
10.1021/acs.orglett.8b02137,"The structure-stability relationships of 1-6 were investigated to show that 1 converted to 5 via a kinetic, solution-mediated autoxidation. In addition, alterbrassicene A (7), a fusicoccane-derived diterpenoid bearing an unprecedented 5/9/4-fused carbocyclic skeleton with a rare fused 2-cyclobuten-1-one motif, was characterized from Alternaria brassicicola. Its absolute structure was elucidated by spectroscopic analyses and quantum chemical calculations. Compound 7 was the first fusicoccane derivative acting as a potent IKKβ inhibitor in the NF-κB signaling pathway.",['Alterbrassicene A'],1,['Alterbrassicicene A'],1
10.1021/acs.orglett.8b01975,"Seven new rhabdopeptide/xenortide-like peptides (RXPs) (1-7) with putrescine or ammonia as the C-terminal amines were isolated from Xenorhabdus innexi DSM 16336. Their chemical structures were elucidated by high-resoultion mass spectroscopy (HR-MS) and one-dimensional (1D) and two-dimensional (2D) NMR. They were evaluated for their activities against protozoan parasites and cytotoxicity against rat skeletal myoblasts (L6 cells). All tested compounds exhibited strong effects against Trypanosoma brucei rhodesiense and Plasmodium falciparum, with IC50 values of 0.07-6.25 and 0.091-3.16 μM, respectively, making them the most active RXP derivatives known to date.",[],0,"['Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named']",7
10.1021/acs.orglett.8b01880,"Three pairs of spirocyclic diketopiperazine enantiomers, variecolortins A-C (1-3), were isolated from marine-derived fungus Eurotium sp. SCSIO F452. Compound 1 possesses an unprecedented highly functionalized seco-anthronopyranoid carbon skeleton featuring a 2-oxa-7-azabicyclo[3.2.1]octane core. Compounds 2 and 3 represent rare examples of a 6/6/6/6 tetracyclic cyclohexene-anthrone carbon scaffold. Their structures were determined by spectroscopic analyses, X-ray diffraction, and ECD calculations. Their enantiomers exhibited different antioxidative and cytotoxic activities, and their modes of action were investigated.","['Variecolortin A', 'Variecolortin B', 'Variecolortin C']",3,"['(±)-variecolortin A', '(±)-variecolortin B', '(±)-variecolortin C']",3
10.1021/acs.orglett.8b01535,"The highly reactive precursor molecule, presaccharothriolide X, was successfully isolated from the rare actinomycete Saccharothrix sp. A1506. The comparable biological activity of presaccharothriolide X and its Michael addition product saccharothriolide B unveils a unique masking/activating property of 2-aminophenol. Unexpectedly, 2-aminophenol in saccharothriolide B was eliminated through a retro-Michael reaction, to yield presaccharothriolide X under physiological conditions. 2-Aminophenol might be developed into a useful protecting group for bioactive small molecules with an α,β-unsaturated ketone.",[],0,['Presaccharothriolide X'],1
10.1021/acs.orglett.8b02411,"Four novel secondary metabolites possessing a unique 6/5/5 tricyclic ring system, streptoglycerides A-D (1-4), were isolated from a marine actinomycete Streptomyces sp. derived from a mangrove sample collected on Kosrae Island. Their structures and absolute configurations were elucidated by spectroscopic data and electronic circular dichroism data. Streptoglyceride C (3) showed a weak inhibitory effect on the production of nitric oxide in BV-2 microglia cells.","['Streptoglyceride A', 'Streptoglyceride B', 'Streptoglyceride C', 'Streptoglyceride D']",4,"['Streptoglyceride A', 'Streptoglyceride B', 'Streptoglyceride D', 'Streptoglyceride C']",4
10.1039/c8ob01280f,"New racemic dispiranic polyketides, tsavoenones A (1), B (2) and C (3), having a novel 1,7-dioxadispiro[4.0.4.4]tetradecane scaffold were isolated from the foliose lichen Parmotrema tsavoense. These compounds were structurally elucidated by extensive NMR analyses, comparison between experimental and theoretical 13C NMR data and X-ray crystallography. A putative biosynthetic scenario for the formation of 1-3 from parmosidone D, a meta-depsidone previously isolated from the same lichen material, was proposed. Tested for its cytotoxicity, 1 displayed a moderate activity against human myelogenous leukemia K562 cell line with an IC50 value of 66 μg mL-1.","['Tsavoenone A', 'Tsavoenone B', 'Tsavoenone C']",3,"['Tsavoenone A', 'Tsavoenone B', 'Tsavoenone C']",3
10.1039/c8ob01181h,"FR900452 and spirocyclic maremycins, including F and G components, are structurally related indole alkaloids, previously identified from different Streptomyces species. These alkaloids feature an indole diketopiperazine motif linked with a cyclopentenone moiety, but the linkage differs in FR900452 and the spirocyclic maremycins. Here, FR900452 and its two new analogues were identified from the fermentation broth of Streptomyces sp. B9173, the producer of maremycins. Gene inactivation and heterologous expression of the mar gene cluster confirmed that production of FR900452 shares the same biosynthetic machinery that produces maremycins. FR900452 was identified as the precursor of maremycin A/B by feeding studies. MarP, a SnoaL-like protein, was demonstrated to differentiate the biosynthesis of FR900452 from that of spiro-form maremycin G.","['Including F', 'Including G']",2,"['FR900452 B', 'FR900452 C']",2
10.1039/c8ob01326h,"By disruption of LaeB, a global regulator recently characterized in Aspergillus nidulans, eight cryptic compounds in the mutant were identified, including seven polyketides and one NRPS-like product. Among the isolates, two phthalides and two dibenzo[1,4]dioxins are new compounds, revealing that the genetic manipulation of the global regulator represents a promising approach for the discovery of novel natural products in fungi.",[],0,"['3-methoxyporriolide', '7-methoxyporriolide', 'Gibellulin C', 'Gibellulin D']",4
10.1039/c8ob00545a,"Reinvestigating antibiotic scaffolds that were identified during the Golden Age of antibiotic discovery, but have long since been ""forgotten"", has proven to be an effective strategy for delivering next-generation antibiotics capable of combatting multidrug-resistant superbugs. In this study, we have revisited the trichloro-substituted depsidone, nidulin, as a selective and unexploited antibiotic lead produced by the fungus Aspergillus unguis. Manipulation of halide ion concentration proved to be a powerful tool for modulating secondary metabolite production and triggering quiescent pathways in A. unguis. Supplementation of the culture media with chloride resulted in a shift in co-metabolite profile to dichlorounguinols and nornidulin at the expense of the non-chlorinated parent, unguinol. Surprisingly, only marginal enhancement of nidulin was observed, suggesting O-methylation may be rate-limiting. Similarly, supplementation of the media with bromide led to the production of the corresponding bromo-analogues, but also resulted in a novel family of depsides, the unguidepsides. Unexpectedly, depletion of chloride from the media halted the biosynthesis of the non-chlorinated parent compound, unguinol, and redirected biosynthesis to a novel family of ring-opened analogues, the unguinolic acids. Supplementation of the media with a range of unnatural salicylic acids failed to yield the corresponding nidulin analogues, suggesting the compounds may be biosynthesised by a single polyketide synthase. In total, 12 new and 11 previously reported nidulin analogues were isolated, characterised and assayed for in vitro activity against a panel of bacteria, fungi and mammalian cells, providing a comprehensive structure-activity profile for the nidulin scaffold.",[],0,"['Unguinolic acid', 'Decarboxyunguinolic acid', '5-chlorounguinolic acid', '7-carboxyfolipastatin', '4,7-dichlorounguinol', '7-bromounguinol', '2-chloro-7-bromounguinol', '7-bromofolipastatin', '5-bromoagonodepside B', 'Unguidepside A', '3-bromounguidepside A', 'Decarboxyunguidepside A']",12
